,ID,User,Created At,GEO,Fav Count,RE Count,Text
34,9.38916E+17,,12/7/2017 18:41,,0,2,BREAKING NEWS: # Congress passes stopgap funding measure to temporarily avert # shutdown http://www.daytondailynews.com/news/local-military/house-passes-stopgap-spending-bill-avert-weekend-shutdown/LnAOYJRPaJsXNFh5sJqImL/ … # USAF # Pentagon # WhiteHouse # federal
35,9.38916E+17,,12/7/2017 18:40,,0,0,US # Congress votes to fund trillions to billionaires but refuses to fund breakfast & lunch for 9 million poor school kids?? Each member to vote against it should be beaten and caned 100 times. Rue be to you as I predict your congressional future to be very slim indeed. # Dems2018
36,9.38916E+17,,12/7/2017 18:38,,0,0,"The only # bipartisan thing # Congress has is wind. If they spent less time grandstanding, maybe they could have asked # FBIDirectorWray relevant questions. # WrayHearing"
37,9.38916E+17,,12/7/2017 18:38,,19,40,"1.THREAD # BLM runs an extra mile to convince # Congress, # Senate and # Public that # WildHorses & # Burros are overpopulated, wants to gather & sell/kill them. # WelfareRancher's propaganda. Comparing the # Livestock grazing the numbers prove: this is a MYTH. https://twitter.com/OneBloodYeAndI/status/933196164731568132/photo/1pic.twitter.com/73VVx7iWG3"
38,9.38916E+17,,12/7/2017 18:38,,0,0,its seems # CongressNeechPolitics is contemplated by # Congress in order 2 escape # RahulGandhi 4 # Gujarat failure # CongNeechPolitics # NeechAadmi # NeechRemark # NeechCongress
39,9.38915E+17,,12/7/2017 18:37,,0,0,", @ realDonaldTrump if the # GOP in # Congress won't # Dotherightthing # Wethepeople will. It's still # Notokay and it's # Muellertime is only the law. # MeToo is a movement. Remember the # MillionWomanMarchpic.twitter.com/gvOZv3SAFF"
40,9.38915E+17,,12/7/2017 18:35,,2,1,# Congress yet not able digest an outsider that from lower satrap of the society can challenge royal family and become PM # CongressNeechPolitics # ManiShankarAiyarhttps://twitter.com/NaIna0806/status/938758675455496193 …
41,9.38915E+17,,12/7/2017 18:35,,1,0,How can the rest of us “earn” $174k+ per year to procrastinate til the last possible moment and do WAY less than even the bare minimum work? # us # congress # uscongress # DoYourJob # BREAKING # govenment # funding # shutdown # justkidding # ugh
42,9.38915E+17,,12/7/2017 18:35,,0,0,"# Congress # Passes # Bill to # Avert # Government # Shutdown, # Sett... - https://fer4.com/?p=57607 - # Newspic.twitter.com/9XWEH8pBik"
43,9.38915E+17,,12/7/2017 18:35,,0,0,"# Congress # Passes # Bill to # Avert # Government # Shutdown, # Sett... - https://fer4.com/?p=57607 - # Newspic.twitter.com/Tu4ReJGyW1"
44,9.38915E+17,,12/7/2017 18:35,,2,2,"# SmartDissent is a Database tracking actions by # Trump & # Congress sorted by topic. For example, our # Justice page: http://smartdissent.com/tags/justice # DOJ # JeffSessions # CivilRights # DACA # BLM # Resistpic.twitter.com/gQ82WVcsyb"
45,9.38914E+17,,12/7/2017 18:33,,397,101,"Shocked by # Congress’ Mani Shankar Aiyar’s referring to PM as ‘Neech.’ This is the culture of the Congress Party. People of # Gujarat will punish anti-poor, anti-Dalit, anti-Tribal and anti-OBC Congress."
46,9.38914E+17,,12/7/2017 18:33,,0,0,better stop talking abt # Congress culture Nepotism - # Nehru became PM w single vote Dynasty - Motilal/Jawaharlal/Indira/Rajiv/Sonia/Rahul as # Cong President Scam - started w Nehru Jeep Scam Pol Murder - Sastry/SyamaPrasad Spying - Netajee family # CongressNeechPolitics
47,9.38914E+17,,12/7/2017 18:31,,0,0,"Yeah, had to hurry up. Gawd forbid you have to reschedule those flights home, weekend plans, or actually put in long hours at work. # Congress # Senate # Househttps://twitter.com/cnnbrk/status/938913067223613440 …"
48,9.38913E+17,,12/7/2017 18:29,,1,0,# MexicanAmericanWar 2.0 coming up.... # Texas # MilitaryIndustrialComplex # Congress # war # spending # Mexicopic.twitter.com/DP6hmE2ZG8
49,9.38913E+17,,12/7/2017 18:28,,1,1,"# Congress must cut all funding to the useless, out-of-touch bureaucrats @ WHO & redirect # health funding to organizations like MSF, that do the actual work in the fieldhttps://twitter.com/MSF_USA/status/938859925823991813 …"
50,9.38913E+17,,12/7/2017 18:27,,0,0,"WAKE UP AMERICA. YOUR DAUGHTERS ARE NEXT. # MAGA # POTUS # CONGRESS # TRUMP ... BRITISH JUDGE awards a £110,000 payout to African Muslim refugee jailed twice for sexual assaul… http://barenakedislam.com/2017/12/06/british-judge-awards-a-110000-payout-to-african-muslim-refugee-jailed-twice-for-sexual-assaults-because-he-was-locked-up-too-long-when-his-home-country-refused-to-take-him-back/ … via @ barenakedislam"
51,9.38913E+17,,12/7/2017 18:27,,0,0,"It takes courage to accept your fault in public. # ManiShankarAiyar doesn't deserve to be suspended. Instead # ManiShankarAiyar can help # Congress by telling about current prime minister's blunders in handling # INDIA like ecocomy, jobs, DeMo, Love jugad, etc @ attorneybhartihttps://twitter.com/sardesairajdeep/status/938798373473280000 …"
52,9.38913E+17,,12/7/2017 18:26,,0,0,This made my day I never liked Trent Franks # Trump # ThursdayThoughts # Congress pic.twitter.com/ohsfONc1tk
53,9.38913E+17,,12/7/2017 18:26,,0,0,# Trump's Compassionate # Federalism & DACA. http://committedconservative.com/2017/09/07/trumps-compassionate-federalism/ … # tcot # conservatism # Conservative # GOP # DefendDACA # Congress # Democrats
54,9.38912E+17,,12/7/2017 18:25,,0,0,@ seanhannity @ TuckerCarlson # Congress @ SpeakerRyan @ TGowdySC @ SenTomCotton @ SenTedCruz @ SebGorka @ SteveKBannon @ GenFlynn @ realDonaldTrump # YellowCake !
55,9.38912E+17,,12/7/2017 18:25,,0,0,# Congress approves short-term spending bill to avert a federal government shutdown https://usat.ly/2AlqOpw via @ usatoday
56,9.38912E+17,,12/7/2017 18:23,,1,1,# Republicans in # Congress have zero credibility. Nothing they say can be taken seriously. # vote2018 # NoGOP # NoNRAhttps://twitter.com/edkrassen/status/938680227190005760 …
57,9.38912E+17,,12/7/2017 18:23,,0,0,"# VeteransAffairs - # VAaccountability # VAchoice | # Congress - # Vigilance For Reference: CVA Praises McCain-Moran VA Reform Bill - Group says bill will stabilize system, pave way for expanded choice for veterans. https://cv4a.org/cva-praises-mccain-moran-va-reform-bill/ … | # AZsen # Veterans # Shulkin # tcot # PJNET"
58,9.38912E+17,,12/7/2017 18:22,,0,0,@ SpeakerRyan Who IS the Boss of Office of Compliance? # Politics When WILL you get and release names of who used Slush Fund Hush Money? # Congress When WILL this Office be shut down completely and a Better System implemented? This is not a partisan issue
59,9.38911E+17,,12/7/2017 18:21,,0,0,# Republican members of # Congress are getting their marching orders & talking points from Fox News(?) and Breitbart. They are an embarrassment and need to be replaced. # vote2018 # NoGOP # NoNRA
60,9.38911E+17,,12/7/2017 18:21,,0,0,# Congress approves short-term # spendingbill to avert a federal government shutdown https://usat.ly/2AlqOpw via @ USATODAY
61,9.38911E+17,,12/7/2017 18:21,,3,1,"If it's Thursday night, it must be time for this week's # cannabis roundup. Here are my top 10 developments and stories: https://www.linkedin.com/feed/update/urn:li:activity:6344676713691123712 … # Sessions # DOJ # bankruptcy # Army # CBD # opioids # marijuana # congress # medicalmarijuana # medicalcannabis # mmj # IRS"
62,9.38911E+17,,12/7/2017 18:21,,0,0,"@ Nidhi - wt u think, # Congress continue its abuse barb against # PrimeMinister, and # Modi even don't mention that # LutyensMedia at its best # CongressNeechPolitics # ModiWinsGujarat"
63,9.38911E+17,,12/7/2017 18:21,,0,0,# VeteransAffairs - # VAaccountability # VAchoice | # Congress - # Vigilance VA Choice reform becomes more complex as deadline looms https://americanmilitarynews.com/2017/12/va-choice-reform-becomes-more-complex-as-deadline-looms/ … | # AZsen # tcot # PJNET
64,9.38911E+17,,12/7/2017 18:21,,0,0,"NOW WE KNOW there's a major problem in # congress when @ DNC cares more about # DACA than # Healthcare for ""Actual"" # Americans. Who are you serving again? @ DNC @ GOP @ NancyPelosi @ SenSchumer @ timkaine @ MarkWarner.https://apple.news/AmLGCqjQQRsuXr_weA0hO0A …"
65,9.38911E+17,,12/7/2017 18:20,,0,0,"# Congress # Moves to # Avoid # Government # Shutdown, # Talks # Resu... - https://wp.me/p8XyML-dN0 -pic.twitter.com/q1oxuvHkzL"
66,9.38911E+17,,12/7/2017 18:19,,0,1,"# FBIDirectorChristopherWray I don't understand why FBI Dir. Wray, just appointed in Sept., is answering questions/testifying about what went on at # FBI when he had ZERO to do with any of it. # Comey should b in the hot seat- not him! # congress # HouseJudiciaryCommittee"
67,9.38911E+17,,12/7/2017 18:19,,2,0,"When contacting # Congress, issues with a personal story make a stronger case. There is a huge difference between having an opinion about something vs. being personally impacted by an issue. Download our @ AdvocacyGuide to learn more: http://www.lobbyists4good.org/Advocacy"
68,9.38911E+17,,12/7/2017 18:18,,0,0,Rep. Trent Franks will reportedly resign http://dlvr.it/Q4tsYQ # House_republicans # Congress pic.twitter.com/3wUlGEvl3X
69,9.3891E+17,,12/7/2017 18:17,,0,0,The latest Qwaiiza! https://www.gelloche.com/news/ # india # congress
70,9.3891E+17,,12/7/2017 18:14,,0,0,Good riddance — Al Franken RESIGNS! # alfranken # congress # resigns https://thehornnews.com/good-riddance-al-franken-resigns/ … via @ ReadTheHornNews
71,9.38909E+17,,12/7/2017 18:12,,1,0,".My husband has long said- ""There should be only 1 req to serve in US # Congress. That is You have to be a mother"""
72,9.38909E+17,,12/7/2017 18:10,,0,0,# Congress # TaxReform | # NancyPelosi # Politics C_Jacobs (op): 7 Laws That Repudiate Pelosi’s Insistence GOP Tax Reform Is ‘The Worst Bill In History’ http://thefederalist.com/2017/12/07/7-laws-repudiate-pelosis-insistence-gop-tax-reform-worst-bill-history/ … | # tcot # PJNET
73,9.38909E+17,,12/7/2017 18:10,,0,0,"Who to work with in Washington DC? Work with # congress, they have the power of the purse. There is a growing level of interest in # Tunisia"
74,9.38909E+17,,12/7/2017 18:10,,0,0,"You would hope so, but I am Not optimistic. Fox just equated the FBI to the KGB. Sexual assaulter elected to the White House, pedophile elected to # Congress. He is undermining every norm, institutions that accuse him are delegitimized along with the free press. Kleptocracy? https://twitter.com/RWPUSA/status/938641219822927872 …"
75,9.38908E+17,,12/7/2017 18:07,,49,36,"This guy (GOP Rep # BlakeFarenthold) used $84,000 of YOUR money to settle a # SexualHarassment claim-- and he's still in # Congress. ...Can you IMAGINE what GOP Rep # TrentFranks did that might cause him to flee so quickly?pic.twitter.com/3HTJq8yhC2"
76,9.38907E+17,,12/7/2017 18:03,,0,0,"Once rising Democratic star, Al Franken, announces resignation from Senate http://wapo.st/2BdJo2W # politics # Congress # sexualharassmentpic.twitter.com/bY2dKoeIcb"
77,9.38907E+17,,12/7/2017 18:03,,0,0,"Hey, at least to some degree a self draining swamp . . . whodathunkit? # Congress # PoliticsToday"
78,9.38907E+17,,12/7/2017 18:02,,2,1,"# AjitPai cares NOT for Public Opinion. # NetNeutrality makes # MediaComglomerats adapt to the changing technology of # TheInternet. He's Protecting Their # Profits, and their lack of innovation, Nothing More! Sadly, Only # Congress can # StopTheFCC!https://twitter.com/TimKarr/status/938904643685449728 …"
79,9.38906E+17,,12/7/2017 18:01,,0,1,Does that mean visitors can conceal carry in # Congress & # WhiteHouse ? Things could get messy.
80,9.38906E+17,,12/7/2017 18:01,,0,0,Doesn't that basically guarantee the # Congress will be in session 3 days before # Christmas ??https://twitter.com/FiveThirtyEight/status/938905195068776453 …
81,9.38906E+17,,12/7/2017 18:00,,4,4,"# Congress Ethics Committee can't get Ethics info about Congressional Compliance from the Office of Compliance about their Ethics findings... ""Not allowed to give to your committee"".. Congress- Ethics- Compliance- Uh..... What? THIS is what makes normal Main St taxpayers crazy..."
82,9.38905E+17,,12/7/2017 17:57,,0,0,# RepFranks # Arizona # Congress https://twitter.com/ap/status/938898538645393408 …
83,9.38905E+17,,12/7/2017 17:57,,0,0,"They do not admit, apologize, or provide restitution for their misconduct. Their thinking is that they do nothing wrong. It becomes our responsibility to # HoldThemAccountable # Politics # Congress # Predators"
84,9.38905E+17,,12/7/2017 17:55,,0,0,Good riddance — Al Franken RESIGNS! # alfranken # congress # resigns https://thehornnews.com/good-riddance-al-franken-resigns/ … via @ ReadTheHornNews
85,9.38905E+17,,12/7/2017 17:55,,1,2,# DNC # Democrats # MAGA # LosAngeles # DTLA # orangecounty # riverside # sanbernardino # California # LorettaLynch # Republicans # RNC # congress # senate # WassermanShultz # TaxReform # TaxBill # USA # AmericaFirsthttps://twitter.com/Cernovich/status/938631210481229825 …
86,9.38905E+17,,12/7/2017 17:55,,1,2,"# STD rates have increased 3 years in a row, # Congress must restore @ CDCSTD FY17 $ cut in final FY2018 funding bill. http://bit.ly/2gPz310"
87,9.38905E+17,,12/7/2017 17:54,,1,0,# trump and # congress pass tax code to cut taxes to the very rich # money # taxes # trumptaxespic.twitter.com/v4fd7QW8UB
88,9.38905E+17,,12/7/2017 17:54,,3,2,"This man said the last time America was great was during slavery. Even went on to refer Native Americans red and Asian Americans as yellow. # RoyMoore # Congress # BLACKLIVESMATTERhttp://www.latimes.com/politics/la-na-pol-alabama-senate-runoff-20170921-story,amp.html?__twitter_impression=true …"
89,9.38904E+17,,12/7/2017 17:53,,1,1,# DNC # Democrats # MAGA # LosAngeles # DTLA # orangecounty # riverside # sanbernardino # California # LorettaLynch # Republicans # RNC # congress # senate # WassermanShultz # TaxReform # TaxBill # USA # AmericaFirst @ Davidlazhttps://twitter.com/Fuctupmind/status/938894593998901249 …
90,9.38904E+17,,12/7/2017 17:53,,2,0,@ DonaldJTrumpJr the Democrats are the party of Moral Authority because they are holding their # Congress accountable. # Republicans elected an admitted sexual abuser to the White House and are endorsing a pedophile to office. # QuidProQuo to Donor $$$ @ 
91,9.38904E+17,,12/7/2017 17:52,,0,0,"Seriously, guys, THINK. Did you do or say ANYTHING to another person that could now come back to haunt you? If so, wouldn't it be better to own up to it BEFORE being accused and forced from # Congress? Save face - and spare us the drama. # ResignNow # MeToo # Trentfrankshttps://twitter.com/CNN/status/938896875079512065 …"
92,9.38904E+17,,12/7/2017 17:51,,5,5,# DNC # Democrats # MAGA # LosAngeles # DTLA # orangecounty # riverside # sanbernardino # California # LorettaLynch # Republicans # RNC # congress # senate # WassermanShultz # TaxReform # TaxBill # USA # AmericaFirst https://twitter.com/TrumpArmyDawn/status/938738398155681792 …
93,9.38904E+17,,12/7/2017 17:50,,0,0,OpenSecretsDC: # FollowTheMoney and explore the political contributions to members of # Congress https://goo.gl/Sh3LWR pic.twitter.com/y2nuOHLDDz
94,9.38904E+17,,12/7/2017 17:50,,0,0,# DNC # Democrats # MAGA # LosAngeles # DTLA # orangecounty # riverside # sanbernardino # California # LorettaLynch # Republicans # RNC # congress # senate # WassermanShultz # TaxReform # TaxBill # USA # AmericaFirsthttps://twitter.com/SenateGOP/status/938879594752626689 …
95,9.38903E+17,,12/7/2017 17:49,,0,0,# DNC # Democrats # MAGA # LosAngeles # DTLA # orangecounty # riverside # sanbernardino # California # LorettaLynch # Republicans # RNC # congress # senate # WassermanShultz # TaxReform # TaxBill # USA # AmericaFirsthttps://twitter.com/FoxNews/status/938872037816356864 …
96,9.38903E+17,,12/7/2017 17:49,,0,0,# DNC # Democrats # MAGA # LosAngeles # DTLA # orangecounty # riverside # sanbernardino # California # LorettaLynch # Republicans # RNC # congress # senate # WassermanShultz # TaxReform # TaxBill # USA # AmericaFirsthttps://twitter.com/SheriffClarke/status/938870482853679104 …
97,9.38903E+17,,12/7/2017 17:49,,17,25,# FollowTheMoney and explore the political contributions to members of # Congress https://goo.gl/Sh3LWR pic.twitter.com/ajX3mehL8E
98,9.38903E+17,,12/7/2017 17:48,,1,1,"Children's Health Insurance Program # CHIP covers millions of at-risk kids & has been allowed to lapse under the # Rep # Congress. Be humane! Renew it now, @ SenateMajLdr @ OrrinHatch @ SpeakerRyan. # Healthcare for kids before # taxrelief for the rich! Call # Congress (202) 224 3121."
99,9.38903E+17,,12/7/2017 17:48,,0,0,# DNC # Democrats # MAGA # LosAngeles # DTLA # orangecounty # riverside # sanbernardino # California # LorettaLynch # Republicans # RNC # congress # senate # WassermanShultz # TaxReform # TaxBill # USA # AmericaFirsthttps://twitter.com/HouseGOP/status/938892879530831872 …
100,9.38903E+17,,12/7/2017 17:46,,0,0,Let’s not stop there @ RepAdamSchiff He has ruined ALL Credibility with our # Allies this entire year has been frustrating for all # anericans who have watched Nobody in # Congress or # Senate jam the brakes on these # Criminalshttps://twitter.com/repadamschiff/status/938783158912380928 …
101,9.38903E+17,,12/7/2017 17:46,,0,1,Join @ CourageCampaign's resistance to the # CaliforniaSeven & Trump's radical agenda. Let them know how you can help. http://d.shpg.org/364504172t Take back the # HouseofRepresentatives from the # TrumpCrimeFamily and their # Republican minions in # Congress.
102,9.38903E+17,,12/7/2017 17:46,,0,0,The American people deserve honesty from the top Federal Law enforcement/police agency in the country! We are not some backwards police State! Yet Wray won't answer the most basic question here!! # FBI # Congress # Hearings # Truth # Coveruphttps://twitter.com/PoliticalShort/status/938826032580239362 …
103,9.38902E+17,,12/7/2017 17:44,,0,1,The eleventh-hour push to # ProtectDreamers from deportation http://bit.ly/2nEwwwV # NoDreamNoDeal # DreamAct # DACA # Congress # PresidentTrump # Protestspic.twitter.com/XfJ6uKa493
104,9.38902E+17,,12/7/2017 17:43,,0,0,"NEW VOTE: hjres123-115: Making further continuing appropriations for fiscal year 2018, and for other purposes. # congress https://www.govtrack.us/congress/bills/115/hjres123 …"
105,9.38902E+17,,12/7/2017 17:43,,0,0,"NEW VOTE: hr477-115: Small Business Mergers, Acquisitions, Sales, and Brokerage Simplification Act of 2017 # congress https://www.govtrack.us/congress/bills/115/hr477 …"
106,9.38902E+17,,12/7/2017 17:43,,0,0,Trump Jerusalem move sparks Israeli-Palestinian clashes - http://tinyurl.com/y6wl4gxo # trump # putin # russia # investigation # transgender # gays # congress # wapo # latimes # nytimes # thehill # nyc # miami # mexico # hawaii # japan # india # france # parisaccord # unitedkingdom # crickpic.twitter.com/LoUlSX1McP
107,9.38901E+17,,12/7/2017 17:39,,4,4,We were one of 55 organizations that asked # Congress to protect Americans who need the most care by including the # Senate provision on medical expense deductions in the final # taxbill.pic.twitter.com/9Wyf0tdNNQ
108,9.389E+17,,12/7/2017 17:37,,50,43,@ AnnTelnaes Bumper sticker now at Zazzle: http://bit.ly/2AYKP4G # Trump # GOP # RoyMoore # Republicans # Congress # Politics # MeAt14pic.twitter.com/bwOqZpH3m0
109,9.389E+17,,12/7/2017 17:36,,0,0,"Congress is Over the # FBI & # DOJ if they're Corrupt, LAWLESS & Have Become a Weaponized Secret Police Force SHUT THEN DOWN! CUT OFF THEIR MONEY ($CASH$) DO YOUR JOBS! # CONGRESS, # SENATE, # DNC, # GOP, # TCOT # CCOT # TLOT # PJNEThttps://twitter.com/TGowdySC/status/938796691922309121 …"
110,9.389E+17,,12/7/2017 17:36,,4,4,"At the # HouseBalticCaucus 20th anniversary @ RepShimkus thanks # Baltic communities for “remembering and cherishing your ancestry, and lobbying in # Congress, engagement in democratic movements”. pic.twitter.com/IvAA3GJfgr – at Rayburn House Office Building"
111,9.389E+17,,12/7/2017 17:35,,0,2,# SmartDissent is a Database tracking actions by # Trump & # Congress sorted by topic. See our # Education page: http://smartdissent.com/tags/education # BetsyDeVos # EducationForAll # Schools # Teachers # StudentLoans # NotOnePenny # Resistpic.twitter.com/miLt0JmQVR
112,9.38899E+17,,12/7/2017 17:33,,0,0,"Not guilty of anything, but if in # Congress I'd probably resign also, Who wants to work with people like this? # PoliticsToday"
113,9.38899E+17,,12/7/2017 17:32,,1,1,"# BREAKING: INTRIGUE surrounding Arizona’s Trent Franks, who is expected to resign from # Congress... “We will have a statement a little bit later, but that’s all I can tell you right now,” Franks told Roll Call. “The statement will explain.” https://www.rollcall.com/news/politics/arizonas-trent-franks-expected-resign …"
114,9.38898E+17,,12/7/2017 17:30,,0,0,https://www.huffingtonpost.com/entry/trent-franks-congress_us_5a29b044e4b0a290f04f4911 … / They are going to drop out like flies. # corrupt # Congress # SexualMisconduct
115,9.38898E+17,,12/7/2017 17:29,,0,1,# Trump jr showed contemp for # Congress inventing legal theory. # GOP should have guts to subpoena him.https://twitter.com/CNNSitRoom/status/938897141296181248 …
116,9.38898E+17,,12/7/2017 17:27,,1,0,Pro-tip: They will ALWAYS raise the debt ceiling. https://youtu.be/iFDe5kUUyT0?t=14m55s … # economics # FederalReserve # Congress # WallStreet # banks # centralbankshttps://twitter.com/zerohedge/status/938892521672970241 …
