,ID,Name,Created At,Fav Count,GEO,Re Count,Text
22,9.62039E+17,GOPLeader,43140.79279,0,,101,"RT @RepJasonLewis: Transparency is so important, especially relating to #FISA and surveillance as they impact on the rights of Americans -…"
23,9.62031E+17,GOPLeader,43140.7713,0,,53,RT @RepJimBanks: The American people deserve the truth and transparency. Understanding the #memo and process of how it came about is a crit…
24,9.62024E+17,GOPLeader,43140.7513,0,,48,RT @RepDougCollins: The context surrounding the #FISAmemo is really straightforward. https://t.co/QSLmJqXsvl
25,9.61923E+17,GOPLeader,43140.47267,90,,12,"While there is much that is needed and that Republicans have long sought in this legislation, it is my firm desire… https://t.co/U31YrKx5ek"
26,9.61923E+17,GOPLeader,43140.47267,60,,9,This relief will do more than simply get our fellow citizens back on their feet. It will lay the foundation for com… https://t.co/cceDhcK8Rs
27,9.61923E+17,GOPLeader,43140.47266,23,,6,"This legislation also includes disaster relief for California, Texas, Florida, Puerto Rico, and the Virgin Islands."
28,9.61923E+17,GOPLeader,43140.47266,29,,9,"Our military will now have full funding at the levels our men and women in uniform need to defend our country, upda… https://t.co/BbAzbfg3RX"
29,9.61923E+17,GOPLeader,43140.47265,121,,24,"After months of continued Democrat obstruction, Congress will finally provide our military and the American people… https://t.co/TPxCng8rxQ"
30,9.61665E+17,GOPLeader,43139.76076,8659,,6713,You deserve the truth. Here is why the FISA memo matters ? https://t.co/xt7jPFPvDG
31,9.61003E+17,GOPLeader,43137.93421,164,,44,Ingenuity has helped push commercial space flight innovators to new heights. Congrats to @SpaceX on their historic… https://t.co/wR822wOtOg
32,9.61002E+17,GOPLeader,43137.93178,0,,179336,"RT @elonmusk: View from SpaceX Launch Control. Apparently, there is a car in orbit around Earth. https://t.co/QljN2VnL1O"
33,9.60942E+17,GOPLeader,43137.76689,399,,154,Our military men and women could have what they need. Senate Democrats just need to pass defense funding.… https://t.co/dSD2RKSgRO
34,9.59544E+17,GOPLeader,43133.90874,1272,,335,It is Congress’s constitutional duty and responsibility to conduct oversight of the Executive Branch. The American… https://t.co/jfFCfMyBJ2
35,9.59449E+17,GOPLeader,43133.64677,0,,1099,"RT @AP: U.S. employers added a robust 200,000 jobs in January, and wages rose at the fastest pace in more than eight years. https://t.co/Dw…"
36,9.59199E+17,GOPLeader,43132.95704,0,,171,RT @RepJeffDuncan: Great #TaxReform news keeps rolling in #MAGA #NotCrumbs https://t.co/2ePoYXVYQq
37,9.58742E+17,GOPLeader,43131.69648,0,,2830,"RT @IvankaTrump: ""There has never been a better time to start living the American dream.” @realDonaldTrump laid out a powerful and unifying…"
38,9.5853E+17,GOPLeader,43131.10969,259,,122,"And with every success, the American people are safer, stronger, and can be even more proud of living in the greate… https://t.co/bOkllDuOJ8"
39,9.5853E+17,GOPLeader,43131.10969,963,,266,"The future of America is looking up. In President Trump’s first year, we’ve achieved lower unemployment, more take… https://t.co/YDZ3Mvtp6o"
40,9.58511E+17,GOPLeader,43131.05787,0,,1773,RT @WhiteHouse: Watch the #SOTU live alongside tweets from key Trump Administration accounts here: https://t.co/Njo52YOlc2
41,9.58463E+17,GOPLeader,43130.9264,36,,12,Want to go behind the scenes of tonight's #SOTU? Add me on @Snapchat! https://t.co/BTOOhP1Snc https://t.co/bcK2VI7iCH
42,9.58445E+17,GOPLeader,43130.87507,135,,69,During the #SchumerShutdown Senate Dems wanted to vote for defense funding alone. They now have a chance to uphold… https://t.co/6zIS3uLCf9
43,9.58443E+17,GOPLeader,43130.87122,0,,45,"RT @HouseAppropsGOP: The House just passed a bill to fund the Department of Defense - again. The safety and security of our nation, and pea…"
44,9.58379E+17,GOPLeader,43130.69319,6907,,1526,I hope @POTUS asks the question Reagan asked: Are you better off today than you were before he was the President?… https://t.co/N8USFmhqeK
45,9.58379E+17,GOPLeader,43130.69301,0,,13,"RT @SusanWBrooks: ""The House voted 406-3 for the bill that would take several steps toward shielding athletes from abuses..."" Read more abo…"
46,9.57984E+17,GOPLeader,43129.60399,94,,36,We are strengthening protections for victims to ensure transparency and accountability and putting the safety and h… https://t.co/nxtn6IxNzQ
47,9.57673E+17,GOPLeader,43128.74492,440,,115,The #SchumerShutdown was an embarrassment. It didn’t need to happen. It should have never happened. I discussed thi… https://t.co/wB3uQfFEE6
48,9.56979E+17,GOPLeader,43126.82909,159,,30,"These women have endured too much, which is why we must do more to protect our amateur athletes so this never happe… https://t.co/sZwxtyfx9a"
49,9.55282E+17,GOPLeader,43122.14626,0,,61,RT @ocregister: The lies are getting out of hand. This tax bill is great for California https://t.co/3gBKKGtqti https://t.co/KCupDZrYH0
50,9.55269E+17,GOPLeader,43122.11227,368,,139,+1 ? Now #DoYourJob and end the #SchumerShutdown! https://t.co/XJeN6d5gBo
51,9.55264E+17,GOPLeader,43122.09736,0,,63,RT @FreeBeacon: McCarthy: Democrats Are Engaging in a Temper Tantrum With This Shutdown https://t.co/LJrnmsxaZf
52,9.55257E+17,GOPLeader,43122.07934,0,,46,RT @RepKristiNoem: Every child (born or yet-to-be born) deserves a chance at life. Learn what I've been working on to make sure they have t…
53,9.55253E+17,GOPLeader,43122.06659,0,,114,RT @SenatorLankford: This. This is #whywemarch. https://t.co/7mADpm6wLs
54,9.55133E+17,GOPLeader,43121.73703,88,,28,? https://t.co/C1koHmuyP7
55,9.54937E+17,GOPLeader,43121.19681,304,,176,Our men and women deployed overseas won’t be able to enjoy tmrw’s AFC &amp; NFC Champ games due to #SchumerShutdown. Di… https://t.co/4aWCX4TE09
56,9.54879E+17,GOPLeader,43121.03602,1076,,469,"Senate Dems need to get over their temper tantrum and vote to keep government open, pay our troops, and fund childr… https://t.co/CvXG6RV8bK"
57,9.54782E+17,GOPLeader,43120.76913,444,,274,Uncle Bernie needs a new pair of flip-flops. #SchumerShutdown https://t.co/vNccmQypxL
58,9.5476E+17,GOPLeader,43120.70657,9013,,3771,Nancy was against it before she was for it ?? #SchumerShutdown https://t.co/Ct4KXE3suE
59,9.54586E+17,GOPLeader,43120.22713,798,,545,"You just chose to cut off pay to our troops, cut off funding to the VA, and cut off insurance for American children… https://t.co/aHr9zJ07SG"
60,9.54582E+17,GOPLeader,43120.21685,1411,,763,Why are you holding our troops and the government hostage for an unrelated immigration fight? #SchumerShutdown https://t.co/XJeN6d5gBo
61,9.54565E+17,GOPLeader,43120.16953,389,,203,Well said. #SchumerShutdown https://t.co/Fp4rBN9ql4
62,9.54565E+17,GOPLeader,43120.16909,0,,107,RT @SenFeinstein: A government shutdown makes no sense. It could cost the economy billions and punishes people who rely on government servi…
63,9.54557E+17,GOPLeader,43120.14713,2113,,1173,Chuck was against it before he was for it ? #SchumerShutdown https://t.co/NLEmCFHfwd
64,9.54557E+17,GOPLeader,43120.14704,0,,211,RT @SenSchumer: The overwhelming majority of Americans oppose a gov't shutdown &amp; support a budget that puts nat'l &amp; economic security &amp; #mi…
65,9.54406E+17,GOPLeader,43119.7315,346,,181,"#WhyWeMarch ? all lives are worth living, all lives are worth cherishing, and all lives are worth protecting.… https://t.co/Tw76EQbZ55"
66,9.54394E+17,GOPLeader,43119.69579,1042,,390,Failing to protect children born alive—even after a failed abortion attempt—is infanticide. There is no excuse for… https://t.co/4mGaZKBgKt
67,9.54372E+17,GOPLeader,43119.63584,233,,159,"California has 2,022,213 children on CHIP who stand to lose their coverage if Senate Dems shut down the government.… https://t.co/Bm7jzUFw62"
68,9.54177E+17,GOPLeader,43119.09779,11122,,5043,"#TBT @SenSchumer in 2013: “A [government shutdown] is the politics of idiocy, of confrontation, of paralysis.” https://t.co/h5bebWh3th"
69,9.54157E+17,GOPLeader,43119.04273,1252,,815,If Senate Dems obstruct this legislation—and shut down the government—they’ve made the decision to cut off pay to o… https://t.co/fiI2YjjJ0r
70,9.54153E+17,GOPLeader,43119.0328,2754,,1891,There are no gimmicks. There are no strings attached. This is a clean government funding bill. Senate Dems have no… https://t.co/U5KxXNweSr
71,9.54064E+17,GOPLeader,43118.78653,146,,60,"If we don’t preserve the freedom of all people to live in accordance with their faith, our unity as a nation is los… https://t.co/1XYhSxa8fU"
72,9.53797E+17,GOPLeader,43118.05024,0,,747,RT @VP: Important discussion with @GOPLeader &amp; @repgregwalden at the Capitol about the need to properly fund our government so that our cou…
73,9.53766E+17,GOPLeader,43117.96331,0,,8,RT @AsmVinceFong: Announced 2 major Valley Fever Bills I introduced today in partnership with Kern County health officials. One of my top p…
74,9.53643E+17,GOPLeader,43117.62602,0,,1167,"RT @SenateMajLdr: Pay Raises. Bonuses. Lower utility bills.

Not ""armageddon"" https://t.co/5fuGgB4EoE"
75,9.53637E+17,GOPLeader,43117.60807,77,,23,"""Support for the law has grown significantly over the past month, and more Americans believe that they will receive… https://t.co/xAxly9XLMT"
76,9.53636E+17,GOPLeader,43117.60557,110,,34,"Thanks to #TaxReform, utilities are lowering rates ? https://t.co/b7LJzM7DuH"
77,9.53409E+17,GOPLeader,43116.97971,273,,96,"This is what failure looks like ? Gov. Brown’s #CAHSR is…

? Over Budget
? Delayed
? Unpopular https://t.co/SdpP6dC3ka"
78,9.52939E+17,GOPLeader,43115.68272,0,,169,RT @HouseGOP: Dr. Martin Luther King Jr. left a meaningful impact on this country &amp; the world. Today we especially honor his profound life…
79,9.51846E+17,GOPLeader,43112.66563,264,,111,Babies who survive abortions should be entitled to the same medical care as babies born any other way. That’s not a… https://t.co/d7axnQXUx9
80,9.51637E+17,GOPLeader,43112.08958,0,,11729,"RT @realDonaldTrump: Thank you @GOPLeader Kevin McCarthy! Couldn’t agree w/you more. TOGETHER, we are #MAGA?? https://t.co/QaxtqpyXTR"
81,9.51567E+17,GOPLeader,43111.89597,0,,138,"RT @RichardRubinDC: Officials expect 90% of workers to see bigger paychecks in February with new withholding tables.  
https://t.co/9cZEr4d…"
82,9.51564E+17,GOPLeader,43111.88711,0,,11,RT @AsmVinceFong: Check out the details of my CA tax cut proposal! https://t.co/RTYAfbvEO9 https://t.co/GYd78nCuiz
83,9.51555E+17,GOPLeader,43111.86367,116,,48,Bigger paychecks are on the way ? Starting next month working Americans will see fewer taxes taken out of their wag… https://t.co/WGbWCzloeH
84,9.51537E+17,GOPLeader,43111.8147,132,,60,"Millions of Americans benefiting from wage increases, bonuses, and increased benefits is something we should celebr… https://t.co/zOWrciqieZ"
85,9.51537E+17,GOPLeader,43111.8144,279,,124,"Statements like these are not surprising from a party with no message, ideas, or record to stand on. What’s patheti… https://t.co/Jv1Xm8cJR2"
86,9.51515E+17,GOPLeader,43111.75381,0,,34,RT @RepKristiNoem: People are not for sale. Period. #HumanTraffickingAwarenessDay
87,9.51513E+17,GOPLeader,43111.74661,42,,15,Important progress ? I applaud @SecShulkin for his leadership on this issue. #opioids https://t.co/YegCAZXPAT
88,9.5148E+17,GOPLeader,43111.65649,9650,,3168,"Armageddon isn’t shaping up like the Dems predicted…

Tax reform is already delivering:
? Wage increases
? Bonuses… https://t.co/Szkvc3FYiX"
89,9.51297E+17,GOPLeader,43111.15208,0,,57,RT @nrlc: Thank you @GOPLeader for bringing up Born Alive Abortion Survivors Protection Act for a vote next week during @march_for_life #HR…
90,9.5129E+17,GOPLeader,43111.13127,0,,159,RT @LifeNewsHQ: BREAKING: House Will Vote on Pro-Life Bill Protecting Babies Born Alive After Botched Abortions https://t.co/i1OcONvIhG #pr…
91,9.51282E+17,GOPLeader,43111.11042,0,,109,RT @townhallcom: House to Vote on Born Alive Abortion Survivors Act During Week of the March for Life https://t.co/bAN7xkuc1M
92,9.51275E+17,GOPLeader,43111.08963,0,,63,"RT @FoxBusiness: .@GOPLeader: ""You've got to have border security, you've got to deal with chain migration, and it's a place that everybody…"
93,9.51267E+17,GOPLeader,43111.06876,0,,1490,"RT @foxandfriends: .@GOPLeader: Republicans are on the same page as Trump, no wall, no DACA. I’ve never seen this party as united as we are…"
94,9.5126E+17,GOPLeader,43111.04807,0,,77,"RT @FoxNews: .@GOPLeader: ""People do have different philosophies. They should be able to freely express them and their ideas, but this buil…"
95,9.51196E+17,GOPLeader,43110.87159,108,,21,Great to join @HARRISFAULKNER to discuss @POTUS’ inclusive leadership and the need for legislative solutions that f… https://t.co/DYpmRVuBxj
96,9.50927E+17,GOPLeader,43110.13139,0,,43,RT @FreeBeacon: .@GOPLeader: America’s Comeback Starts Now https://t.co/R7Ievh5SaE
97,9.5092E+17,GOPLeader,43110.11049,0,,28,RT @AFPhq: .@GOPLeader is right! #TaxReform is already doing great things for ALL Americans! #TaxCutsandJobsAct https://t.co/uVHFZUtOxa
98,9.50912E+17,GOPLeader,43110.08958,0,,300,"RT @FoxNews: .@GOPLeader: ""Now more than a million Americans got a bonus because of those tax cuts."" #SundayFutures @MariaBartiromo https:/…"
99,9.50836E+17,GOPLeader,43109.87971,8185,,1574,".@POTUS is right, we owe it to our veterans to give them the best. This executive order will improve veterans’ acce… https://t.co/48Nj1FiB6O"
100,9.50816E+17,GOPLeader,43109.82466,407,,161,"There is absolutely no ambiguity here. This is about protecting babies who are born and alive, and nobody should be… https://t.co/JOC0HKTbTb"
101,9.50794E+17,GOPLeader,43109.763,92,,44,"With a hard winter hitting America, these rate reductions couldn’t come at better time. https://t.co/QuAucy9wX5 https://t.co/BlhBdvA9SL"
102,9.50767E+17,GOPLeader,43109.68851,10406,,3893,The stories can’t be ignored—tax reform is doing great things for ALL Americans. This is the start of America’s com… https://t.co/uj7WtU2mDg
103,9.50402E+17,GOPLeader,43108.68221,154,,43,Paychecks are going ?? and bills are going ??. #TaxCutsandJobsAct https://t.co/LHlOMrPhPW
104,9.65009E+17,realDonaldTrump,43148.98991,123754,,32643,"Just like they don’t want to solve the DACA problem, why didn’t the Democrats pass gun control legislation when the… https://t.co/c2gS0ByFUw"
105,9.64957E+17,realDonaldTrump,43148.8449,58374,,17117,“I have seen all of the Russian ads and I can say very definitively that swaying the election was *NOT* the main go… https://t.co/y4PVZ6KZqv
106,9.64955E+17,realDonaldTrump,43148.84134,60864,,18767,"The Fake News Media never fails. Hard to ignore this fact from the Vice President of Facebook Ads, Rob Goldman! https://t.co/XGC7ynZwYJ"
107,9.64949E+17,realDonaldTrump,43148.82417,106498,,25870,"Funny how the Fake News Media doesn’t want to say that the Russian group was formed in 2014, long before my run for… https://t.co/9BPo5EB5WN"
108,9.64947E+17,realDonaldTrump,43148.81683,90796,,22130,Deputy A.G. Rod Rosenstein stated at the News Conference: “There is no allegation in the indictment that any Americ… https://t.co/pPhsPl34Ie
109,9.64944E+17,realDonaldTrump,43148.80987,71509,,19099,"“Charges Deal Don A Big Win,” written by Michael Goodwin of the @nypost, succinctly states that “the Russians had n… https://t.co/yoFUA9PolC"
110,9.64939E+17,realDonaldTrump,43148.79494,97444,,14876,"Melania and I met such incredible people last night in Broward County, Florida. Will never forget them, or the evening!"
111,9.64724E+17,realDonaldTrump,43148.20362,118824,,24980,"Our entire Nation, w/one heavy heart, continues to pray for the victims &amp; their families in Parkland, FL. To teache… https://t.co/jR8THlLD5z"
112,9.64595E+17,realDonaldTrump,43147.84596,142485,,37582,"Russia started their anti-US campaign in 2014, long before I announced that I would run for President. The results… https://t.co/B4D7ZcKHPp"
113,9.64512E+17,realDonaldTrump,43147.61799,97874,,22110,Cannot believe how BADLY DACA recipients have been treated by the Democrats...totally abandoned! Republicans are still working hard.
114,9.64509E+17,realDonaldTrump,43147.60968,120690,,20068,I will be leaving for Florida today to meet with some of the bravest people on earth - but people whose lives have… https://t.co/1APUFLwj1f
115,9.64233E+17,realDonaldTrump,43146.84666,62148,,13710,"Presidential Proclamation Honoring the Victims of the Tragedy in Parkland, Florida: https://t.co/RTQWAKiSnR https://t.co/Nhs32bm5zB"
116,9.64219E+17,realDonaldTrump,43146.80983,60413,,15408,"...lottery, continues deadly catch-and-release, and bars enforcement even for FUTURE illegal immigrants. Voting for… https://t.co/ruP4vp9vxa"
117,9.64219E+17,realDonaldTrump,43146.80929,72694,,20219,The Schumer-Rounds-Collins immigration bill would be a total catastrophe. @DHSgov says it would be “the end of immi… https://t.co/FegRjpmNZj
118,9.64218E+17,realDonaldTrump,43146.80713,0,,8071,"RT @SpoxDHS: Schumer-Rounds-Collins destroys the ability of @DHSgov to enforce immigration laws, creating a mass amnesty for over 10 millio…"
119,9.64191E+17,realDonaldTrump,43146.73172,82834,,19768,"In times of tragedy, the bonds that sustain us are those of family, faith, community, and country. These bonds are… https://t.co/LraxXxUN3D"
120,9.64152E+17,realDonaldTrump,43146.62316,101538,,20830,"While the Republicans and Democrats in Congress are working hard to come up with a solution to DACA, they should be… https://t.co/qti7gQGh0I"
121,9.6411E+17,realDonaldTrump,43146.50881,89512,,21030,"So many signs that the Florida shooter was mentally disturbed, even expelled from school for bad and erratic behavi… https://t.co/3mSYrtTng6"
122,9.63879E+17,realDonaldTrump,43145.87154,111806,,19511,Just spoke to Governor Rick Scott. We are working closely with law enforcement on the terrible Florida school shooting.
123,9.63878E+17,realDonaldTrump,43145.86818,174118,,39619,"My prayers and condolences to the families of the victims of the terrible Florida shooting. No child, teacher or an… https://t.co/RFJxgM1jhm"
124,9.63853E+17,realDonaldTrump,43145.79968,56317,,11349,"Today, I was honored to be joined by Republicans and Democrats from both the House and Senate, as well as members o… https://t.co/38kUIIV8Cp"
125,9.63839E+17,realDonaldTrump,43145.76056,65381,,15015,"As we come together to celebrate the extraordinary contributions of African-Americans to our nation, our thoughts t… https://t.co/SwAJxO88zC"
126,9.63365E+17,realDonaldTrump,43144.45332,107169,,22663,Negotiations on DACA have begun. Republicans want to make a deal and Democrats say they want to make a deal. Wouldn… https://t.co/YW4mCpHr0R
127,9.63363E+17,realDonaldTrump,43144.44678,105988,,22907,"Our infrastructure plan has been put forward and has received great reviews by everyone except, of course, the Demo… https://t.co/2EfB9sObdN"
128,9.63153E+17,realDonaldTrump,43143.86685,67788,,14388,The journey to #MAGA began @CPAC 2011 and the opportunity to reconnect with friends and supporters is something I l… https://t.co/DSz3Szp4xE
129,9.63034E+17,realDonaldTrump,43143.53787,87062,,16853,"Thank you to Sue Kruczek, who lost her wonderful and talented son Nick to the Opioid scourge, for your kind words w… https://t.co/0kIdepXBdi"
130,9.63032E+17,realDonaldTrump,43143.53259,139469,,30460,"This will be a big week for Infrastructure. After so stupidly spending $7 trillion in the Middle East, it is now ti… https://t.co/OcX7UN18Er"
131,9.62787E+17,realDonaldTrump,43142.85843,77714,,14955,Just spoke to @JohnKasich to express condolences and prayers to all for the horrible shooting of two great police o… https://t.co/X7AhuEYwHI
132,9.62785E+17,realDonaldTrump,43142.85142,97482,,24133,"Rep. Lou Barletta, a Great Republican from Pennsylvania who was one of my very earliest supporters, will make a FAN… https://t.co/dA2lK3WHFU"
133,9.62767E+17,realDonaldTrump,43142.80245,125056,,25090,4.2 million hard working Americans have already received a large Bonus and/or Pay Increase because of our recently… https://t.co/oJl5AiCPZs
134,9.62754E+17,realDonaldTrump,43142.76514,123897,,31139,So many positive things going on for the U.S.A. and the Fake News Media just doesn’t want to go there. Same negativ… https://t.co/LBnzRfAkJx
135,9.6247E+17,realDonaldTrump,43141.98204,119371,,32071,"My Administration has identified three major priorities for creating a safe, modern and lawful immigration system:… https://t.co/DrjXUak41S"
136,9.62436E+17,realDonaldTrump,43141.88777,85064,,20517,"My thoughts and prayers are with the two police officers, their families, and everybody at the @WestervillePD. https://t.co/AoingY77Ky"
137,9.62398E+17,realDonaldTrump,43141.78475,118238,,30568,Republicans want to fix DACA far more than the Democrats do. The Dems had all three branches of government back in… https://t.co/0Or3U2CFZR
138,9.62394E+17,realDonaldTrump,43141.77418,75824,,19996,"....agencies, not just the FBI &amp; DOJ, now the State Department to dig up dirt on him in the days leading up to the… https://t.co/Of9d7fmsA3"
139,9.6239E+17,realDonaldTrump,43141.76134,101527,,25868,“My view is that not only has Trump been vindicated in the last several weeks about the mishandling of the Dossier… https://t.co/dWJuKECfwn
140,9.62349E+17,realDonaldTrump,43141.64832,136958,,37313,Peoples lives are being shattered and destroyed by a mere allegation. Some are true and some are false. Some are ol… https://t.co/6Zz5RAeoQe
141,9.62345E+17,realDonaldTrump,43141.63895,105768,,32878,"According to the @nytimes, a Russian sold phony secrets on “Trump” to the U.S. Asking price was $10 million, brough… https://t.co/CBMaAX5VMt"
142,9.6233E+17,realDonaldTrump,43141.59763,117734,,32388,"The Democrats sent a very political and long response memo which they knew, because of sources and methods (and mor… https://t.co/iR1265rmh3"
143,9.62326E+17,realDonaldTrump,43141.58535,64958,,13841,Jobless claims have dropped to a 45 year low!
144,9.61963E+17,realDonaldTrump,43140.58279,89679,,21467,"Costs on non-military lines will never come down if we do not elect more Republicans in the 2018 Election, and beyo… https://t.co/WgvQYGEaMu"
145,9.6196E+17,realDonaldTrump,43140.57463,110680,,28198,"Without more Republicans in Congress, we were forced to increase spending on things we do not like or want in order… https://t.co/7dfsJYWjRY"
146,9.61958E+17,realDonaldTrump,43140.56892,130617,,27279,Just signed Bill. Our Military will now be stronger than ever before. We love and need our Military and gave them e… https://t.co/9MtCabhzj8
147,9.61803E+17,realDonaldTrump,43140.14089,127856,,39993,Wow! -Senator Mark Warner got caught having extensive contact with a lobbyist for a Russian oligarch. Warner did no… https://t.co/N5SoaLnllm
148,9.61743E+17,realDonaldTrump,43139.97664,97880,,24170,Time to end the visa lottery. Congress must secure the immigration system and protect Americans. https://t.co/yukxm48x9X
149,9.61694E+17,realDonaldTrump,43139.84095,110365,,30816,As long as we open our eyes to God’s grace - and open our hearts to God’s love - then America will forever be the l… https://t.co/wGUIaD1JX6
150,9.61672E+17,realDonaldTrump,43139.78056,79994,,13633,"I will be meeting with Henry Kissinger at 1:45pm. Will be discussing North Korea, China and the Middle East."
151,9.61649E+17,realDonaldTrump,43139.71751,107245,,29460,Our founders invoked our Creator four times in the Declaration of Independence. Our currency declares “IN GOD WE TR… https://t.co/q8ib233y1M
152,9.61557E+17,realDonaldTrump,43139.46434,106381,,17878,Will be heading over shortly to make remarks at The National Prayer Breakfast in Washington. Great religious and po… https://t.co/bEReTLNLo4
153,9.61368E+17,realDonaldTrump,43138.94184,109456,,23228,The Budget Agreement today is so important for our great Military. It ends the dangerous sequester and gives Secret… https://t.co/VRkKsNDZGC
154,9.61362E+17,realDonaldTrump,43138.92588,70590,,13354,Congratulations to the Republic of Korea on what will be a MAGNIFICENT Winter Olympics! What the South Korean peopl… https://t.co/gGaZUnZBMa
155,9.61299E+17,realDonaldTrump,43138.75075,65517,,12817,Best wishes to the Republic of Korea on hosting the @Olympics! What a wonderful opportunity to show everyone that y… https://t.co/NL6cIfHZgN
156,9.61271E+17,realDonaldTrump,43138.67361,138073,,39838,NEW FBI TEXTS ARE BOMBSHELLS!
157,9.61253E+17,realDonaldTrump,43138.62487,112646,,22002,"In the “old days,” when good news was reported, the Stock Market would go up. Today, when good news is reported, th… https://t.co/mW5vEWhZYY"
158,9.61073E+17,realDonaldTrump,43138.12899,167621,,31733,"Congratulations @ElonMusk and @SpaceX on the successful #FalconHeavy launch. This achievement, along with @NASA’s c… https://t.co/MaQocjQKcI"
159,9.61039E+17,realDonaldTrump,43138.03334,181721,,33071,"HAPPY BIRTHDAY to our 40th President of the United States of America, Ronald Reagan! https://t.co/JtEglBhm4c"
160,9.61008E+17,realDonaldTrump,43137.9485,76115,,18409,"Today, we heard the experiences of law enforcement professionals and community leaders working to combat the threat… https://t.co/BAHG9Ajkio"
161,9.60907E+17,realDonaldTrump,43137.67063,92780,,25744,We need a 21st century MERIT-BASED immigration system.  Chain migration and the visa lottery are outdated programs… https://t.co/5SzmbuLXuY
162,9.60906E+17,realDonaldTrump,43137.66716,89741,,23685,"Polling shows nearly 7 in 10 Americans support an immigration reform package that includes DACA, fully secures the… https://t.co/OD93mZebu7"
163,9.6087E+17,realDonaldTrump,43137.56736,104723,,20971,"My prayers and best wishes are with the family of Edwin Jackson, a wonderful young man whose life was so senselessly taken. @Colts"
164,9.60869E+17,realDonaldTrump,43137.56455,142941,,36171,So disgraceful that a person illegally in our country killed @Colts linebacker Edwin Jackson. This is just one of m… https://t.co/r8vqtb4Tjb
165,9.60615E+17,realDonaldTrump,43136.86251,105972,,22912,"Thanks to the historic TAX CUTS that I signed into law, your paychecks are going way UP, your taxes are going way D… https://t.co/DKVuox1qa6"
